index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile
21471,F,N,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2,0,9
21472,F,Y,N,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2,0,9
21473,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,0,8
21474,M,Y,N,2,270000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Core staff,4,1,9
21475,F,N,N,0,247500,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,1,9
21476,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,1,9
21477,M,Y,Y,0,315000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,2,2,9
21478,F,N,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,6
21479,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,2,9
21480,F,N,Y,0,144000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,unemployed,1,1,8
21481,M,N,N,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,0,9
21482,F,Y,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,4,2,8
21483,M,Y,N,0,337500,State servant,Higher education,Married,With parents,1,1,1,0,Managers,2,2,9
21484,F,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,3,1,6
21485,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,1,9
21486,M,Y,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2,2,7
21487,F,N,N,0,76500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,1,6
21488,F,N,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2,2,8
21489,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,2,8
21490,F,N,Y,0,126000,Working,Higher education,Married,House / apartment,1,0,1,1,Core staff,2,2,8
21491,F,N,N,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Laborers,2,2,7
21492,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,2,9
21493,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Security staff,1,2,7
21494,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,unemployed,3,2,9
21495,M,Y,N,0,157500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Security staff,1,2,8
21496,F,Y,N,0,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,1,9
21497,F,N,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,4,1,8
21498,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,2,9
21499,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
21500,F,N,Y,2,292500,Working,Higher education,Married,House / apartment,1,0,1,1,Core staff,4,2,9
21501,F,N,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,1,9
21502,F,Y,Y,2,144000,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,4,1,8
21503,F,N,Y,1,63000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,2,5
21504,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4,2,8
21505,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,2,1,7
21506,F,N,Y,0,225000,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Accountants,1,2,9
21507,F,N,N,0,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,1,9
21508,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,2,2,8
21509,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,1,7
21510,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,3,0,7
21511,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,unemployed,4,1,9
21512,F,N,N,0,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,unemployed,1,2,9
21513,F,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,2,9
21514,F,N,Y,1,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,3,2,6
21515,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,1,9
21516,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,1,8
21517,M,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,2,9
21518,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,8
21519,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,2,9
21520,F,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,9
21521,F,N,Y,0,81000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1,1,6
21522,M,Y,Y,1,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,2,8
21523,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
21524,F,N,N,0,450000,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,1,9
21525,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21526,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,2,9
21527,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,2,9
21528,M,Y,Y,0,265500,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1,2,9
21529,F,N,Y,3,180000,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,5,1,9
21530,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,1,2
21531,F,N,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Accountants,3,2,8
21532,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,0,6
21533,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,2,9
21534,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,5
21535,M,Y,Y,0,450000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,1,9
21536,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,2,9
21537,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21538,M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,2,2,9
21539,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Accountants,1,2,9
21540,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unemployed,3,2,9
21541,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,2,8
21542,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,2,1,8
21543,F,Y,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,9
21544,M,N,Y,0,337500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,unemployed,2,2,9
21545,F,N,N,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,2,9
21546,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,1,8
21547,M,N,Y,0,675000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Managers,2,2,9
21548,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,7
21549,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,unemployed,2,2,9
21550,F,Y,N,2,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,2,8
21551,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,Core staff,2,2,9
21552,M,Y,N,0,360000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,2,9
21553,F,N,N,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,2,7
21554,F,N,Y,0,675000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,unemployed,2,0,9
21555,F,Y,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Sales staff,1,2,9
21556,M,Y,Y,0,405000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,2,9
21557,M,N,N,0,225000,Working,Secondary / secondary special,Widow,Municipal apartment,1,0,0,0,Security staff,1,2,9
21558,M,Y,Y,1,810000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,unemployed,3,1,9
21559,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,3,0,8
21560,M,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3,2,8
21561,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,unemployed,1,1,7
21562,F,Y,Y,1,180000,Working,Higher education,Civil marriage,With parents,1,0,0,0,unemployed,3,1,9
21563,M,Y,Y,1,193500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,3,2,9
21564,M,Y,Y,1,324000,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,1,9
21565,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
21566,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,9
21567,F,N,N,0,90000,Commercial associate,Higher education,Married,With parents,1,1,0,0,Core staff,2,2,7
21568,F,N,Y,0,225000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Cooking staff,2,2,9
21569,F,N,N,0,135000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,2,8
21570,M,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,2,9
21571,F,N,Y,0,54000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unemployed,1,2,4
21572,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,2,7
21573,F,N,Y,2,144000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Sales staff,4,1,8
21574,F,Y,Y,2,540000,Working,Higher education,Single / not married,House / apartment,1,0,1,1,unemployed,3,2,9
21575,F,N,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,2,8
21576,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,3,1,8
21577,F,N,N,0,270000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,2,9
21578,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,unemployed,1,1,9
21579,F,Y,N,0,135000,Working,Secondary / secondary special,Civil marriage,With parents,1,1,1,0,Sales staff,2,1,8
21580,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,9
21581,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,2,9
21582,F,Y,Y,1,360000,Working,Higher education,Married,House / apartment,1,1,0,0,Core staff,3,2,9
21583,F,Y,N,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,2,9
21584,F,N,Y,0,103500,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,1,7
21585,F,N,Y,0,292500,Working,Higher education,Single / not married,House / apartment,1,0,1,1,Managers,1,2,9
21586,F,Y,Y,0,315000,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,1,0,Core staff,1,2,9
21587,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,unemployed,2,2,7
21588,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,7
21589,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,8
21590,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,4,2,8
21591,M,Y,Y,2,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,4,0,9
21592,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,2,8
21593,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,2,9
21594,F,N,N,0,103500,Pensioner,Higher education,Married,House / apartment,1,0,1,0,unemployed,2,2,7
21595,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,7
21596,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,5
21597,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,0,9
21598,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,7
21599,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,2,9
21600,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,Laborers,1,2,9
21601,M,N,N,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
21602,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,2,6
21603,F,N,Y,0,324000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,1,2,9
21604,F,Y,Y,2,112500,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,4,2,7
21605,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,unemployed,2,2,9
21606,F,Y,N,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,4
21607,M,N,Y,0,216000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,2,1,9
21608,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1,2,7
21609,M,Y,Y,3,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,unemployed,5,2,9
21610,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,1,8
21611,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,1,unemployed,1,2,9
21612,F,Y,Y,0,450000,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,2,9
21613,F,N,N,2,157500,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,4,2,8
21614,M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,9
21615,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,1,9
21616,F,Y,Y,1,292500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,1,9
21617,F,N,N,0,225000,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,unemployed,1,2,9
21618,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,1,7
21619,M,Y,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,7
21620,M,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,0,9
21621,M,N,Y,1,270000,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Managers,3,1,9
21622,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21623,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,2,7
21624,M,Y,N,0,346500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,1,9
21625,F,N,Y,2,126000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,1,8
21626,M,Y,Y,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,4,1,8
21627,M,N,Y,0,114750,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,2,7
21628,M,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,2,9
21629,F,N,Y,0,45000,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,2,2,3
21630,M,Y,Y,0,180000,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Laborers,1,1,9
21631,M,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,1,8
21632,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,Accountants,2,2,8
21633,M,Y,N,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,3,2,9
21634,M,Y,Y,3,270000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Drivers,5,2,9
21635,F,Y,Y,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
21636,F,N,Y,1,135000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,unemployed,3,2,8
21637,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,0,9
21638,F,Y,Y,2,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Private service staff,4,0,9
21639,F,Y,N,4,202500,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,6,2,9
21640,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Cleaning staff,2,1,5
21641,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2,2,9
21642,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21643,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,Drivers,3,1,7
21644,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cleaning staff,1,0,9
21645,F,N,Y,0,76500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,1,6
21646,F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,2,9
21647,F,Y,Y,0,76500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,1,6
21648,F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,2,9
21649,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Waiters/barmen staff,2,2,8
21650,F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,2,9
21651,M,Y,N,0,166500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Laborers,1,2,8
21652,M,N,Y,1,225000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,1,9
21653,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,1,7
21654,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,1,9
21655,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,0,8
21656,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,2,9
21657,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,2,8
21658,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Accountants,1,1,9
21659,F,N,Y,3,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,5,2,8
21660,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,1,8
21661,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,9
21662,F,Y,N,0,337500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,unemployed,2,2,9
21663,M,Y,N,2,270000,Working,Higher education,Married,House / apartment,1,0,1,0,unemployed,4,2,9
21664,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,2,9
21665,F,Y,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,3,2,8
21666,F,Y,N,0,202500,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,1,1,Accountants,1,2,9
21667,F,N,Y,0,40500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,2,1,2
21668,F,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,2,2,9
21669,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3,2,8
21670,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,2,7
21671,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,0,0,Security staff,2,2,8
21672,F,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,5
21673,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,1,9
21674,F,N,N,0,49500,Pensioner,Higher education,Married,Municipal apartment,1,0,0,0,unemployed,2,0,3
21675,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21676,M,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,2,9
21677,M,Y,N,2,135000,Working,Higher education,Married,With parents,1,0,1,0,Laborers,4,2,8
21678,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,unemployed,3,2,9
21679,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
21680,F,Y,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,2,8
21681,F,N,Y,0,171000,Student,Higher education,Married,House / apartment,1,0,0,1,Core staff,2,1,8
21682,F,N,N,1,211500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,2,9
21683,F,N,N,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,3,1,8
21684,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,2,9
21685,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,2,7
21686,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Private service staff,2,2,9
21687,F,N,Y,2,72000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,4,1,5
21688,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,8
21689,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Managers,1,1,9
21690,F,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,2,9
21691,F,N,N,0,99000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,7
21692,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,2,1,8
21693,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,2,9
21694,M,Y,N,0,99000,Pensioner,Higher education,Married,House / apartment,1,0,1,0,unemployed,2,2,7
21695,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
21696,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,1,9
21697,M,Y,N,0,1350000,Commercial associate,Higher education,Married,Municipal apartment,1,0,1,1,Managers,2,2,9
21698,M,Y,Y,1,324000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Managers,3,2,9
21699,F,N,Y,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,4
21700,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,0,8
21701,M,Y,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,2,9
21702,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,2,9
21703,F,Y,Y,0,315000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,2,2,9
21704,F,N,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,7
21705,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,2,9
21706,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,1,8
21707,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,3,2,8
21708,M,N,Y,3,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,2,8
21709,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unemployed,1,1,7
21710,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,3,2,8
21711,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,1,1,1,0,Core staff,4,1,8
21712,F,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,3,2,9
21713,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,4,2,9
